date,title,link,Polarity,Sentiment_Type
2012-07-10,Kramayudha launches new Mitsubishi passenger car,https://en.antaranews.com/news/83351/kramayudha-launches-new-mitsubishi-passenger-car,0.1363636363636363,POSITIVE
2012-07-08,ITS wins energy-saving car competition,https://en.antaranews.com/news/83299/its-wins-energy-saving-car-competition,0.3,POSITIVE
2012-06-26,Test drive of electric bus marks National Technology Awakening Day,https://en.antaranews.com/news/83108/test-drive-of-electric-bus-marks-national-technology-awakening-day,0.0,NEUTRAL
2012-06-26,Two Iraq bombings kill 12 people,https://en.antaranews.com/news/83091/two-iraq-bombings-kill-12-people,0.0,NEUTRAL
2012-06-19,Indonesian govt not to cut car production to reduce congestion,https://en.antaranews.com/news/82936/indonesian-govt-not-to-cut-car-production-to-reduce-congestion,0.0,NEUTRAL
2012-06-11,Church attacks kill at least 3 in Nigeria,https://en.antaranews.com/news/82760/church-attacks-kill-at-least-3-in-nigeria,-0.3,NEGATIVE
2012-06-09,Suicide bombing of Nigeria police station kills 4,https://en.antaranews.com/news/82723/suicide-bombing-of-nigeria-police-station-kills-4,0.0,NEUTRAL
2012-06-07,Official cars use pertamax starting August,https://en.antaranews.com/news/82702/official-cars-use-pertamax-starting-august,0.0,NEUTRAL
2012-06-04,Suicide blast at church in northern Nigeria kills 15,https://en.antaranews.com/news/82641/suicide-blast-at-church-in-northern-nigeria-kills-15,0.0,NEUTRAL
2012-05-30,Indonesian govt to accelerate regulation for hybrid cars,https://en.antaranews.com/news/82555/indonesian-govt-to-accelerate-regulation-for-hybrid-cars,0.0,NEUTRAL
2012-05-29,"Govt gears up for domestic production of hybrid, electric cars",https://en.antaranews.com/news/82503/govt-gears-up-for-domestic-production-of-hybrid-electric-cars,0.0,NEUTRAL
2012-05-28,Govt to discuss incentive for hybrid car production,https://en.antaranews.com/news/82485/govt-to-discuss-incentive-for-hybrid-car-production,0.0,NEUTRAL
2012-05-28,Big applause at Yogyakarta state palace,https://en.antaranews.com/news/82483/big-applause-at-yogyakarta-state-palace,0.0,NEUTRAL
2012-05-26,Indonesia needs electric cars to help solve energy problem,https://en.antaranews.com/news/82430/indonesia-needs-electric-cars-to-help-solve-energy-problem,0.0,NEUTRAL
2012-05-25,Lawmaker angry seeing luxury car with TNI plate number,https://en.antaranews.com/news/82396/lawmaker-angry-seeing-luxury-car-with-tni-plate-number,-0.5,NEGATIVE
2012-05-16,Toyota urged to produce hybrid car in Indonesia,https://en.antaranews.com/news/82142/toyota-urged-to-produce-hybrid-car-in-indonesia,0.0,NEUTRAL
2012-05-15,Car bomb kills two soldiers in Pakistan: police,https://en.antaranews.com/news/82106/car-bomb-kills-two-soldiers-in-pakistan-police,0.0,NEUTRAL
2012-05-14,Iraq bomb attacks against security kill five,https://en.antaranews.com/news/82081/iraq-bomb-attacks-against-security-kill-five,0.0,NEUTRAL
2012-05-04,Car-free day necessary in Depok,https://en.antaranews.com/news/81855/car-free-day-necessary-in-depok,0.0,NEUTRAL
2012-05-04,Govt takes five measures to restrict subsidized fuel use,https://en.antaranews.com/news/81838/govt-takes-five-measures-to-restrict-subsidized-fuel-use,0.0,NEUTRAL
2012-04-30,"Pakistan car bomb kills two, injures five",https://en.antaranews.com/news/81713/pakistan-car-bomb-kills-two-injures-five,0.0,NEUTRAL
2012-04-16,Car bomb attack kills 4 pro-government tribesmen in Southern Yemen,https://en.antaranews.com/news/81402/car-bomb-attack-kills-4-pro-government-tribesmen-in-southern-yemen,0.0,NEUTRAL
2012-04-09,Easter bomb attack near Nigeria church kills at least 20,https://en.antaranews.com/news/81218/easter-bomb-attack-near-nigeria-church-kills-at-least-20,-0.0999999999999999,NEGATIVE
2012-04-03,"In Denmark, buy a house and get a car free",https://en.antaranews.com/news/81121/in-denmark-buy-a-house-and-get-a-car-free,0.4,POSITIVE
2012-03-28,UGM launches electric car,https://en.antaranews.com/news/80963/ugm-launches-electric-car,0.0,NEUTRAL
2012-03-22,"Car bomb rocks Somali capital, Al Shabaab says responsible",https://en.antaranews.com/news/80798/car-bomb-rocks-somali-capital-al-shabaab-says-responsible,0.2,POSITIVE
2012-03-19,President discusses green car development with rectors,https://en.antaranews.com/news/80713/president-discusses-green-car-development-with-rectors,-0.2,NEGATIVE
2012-03-18,Seven people killed in car-train collision in Tasikmalaya,https://en.antaranews.com/news/80679/seven-people-killed-in-car-train-collision-in-tasikmalaya,-0.2,NEGATIVE
2012-03-09,Germany to help develop esemka car project,https://en.antaranews.com/news/80520/germany-to-help-develop-esemka-car-project,0.0,NEUTRAL
2012-02-26,RI ready to mass produce affordable national car,https://en.antaranews.com/news/80140/ri-ready-to-mass-produce-affordable-national-car,0.2,POSITIVE
2012-02-19,Several wounded in blast near Nigerian church,https://en.antaranews.com/news/80013/several-wounded-in-blast-near-nigerian-church,0.05,POSITIVE
2012-02-14,Indian police hunt motorbike assailant in Israel attack,https://en.antaranews.com/news/79874/indian-police-hunt-motorbike-assailant-in-israel-attack,0.0,NEUTRAL
2012-02-11,Army chief visits south after pattani car bombing,https://en.antaranews.com/news/79802/army-chief-visits-south-after-pattani-car-bombing,0.0,NEUTRAL
2012-02-10,Plan to mass-produce Esemka car gets thumb-up,https://en.antaranews.com/news/79779/plan-to-mass-produce-esemka-car-gets-thumb-up,0.0,NEUTRAL
2012-02-03,HIPMI to open 33 dealerships for Esemka car,https://en.antaranews.com/news/79624/hipmi-to-open-33-dealerships-for-esemka-car,0.0,NEUTRAL
2012-01-28,Suicide car bomb outside Baghdad hospital kills 31,https://en.antaranews.com/news/79505/suicide-car-bomb-outside-baghdad-hospital-kills-31,0.0,NEUTRAL
2012-01-19,Indian Tata to launch cheap car in RI later this year,https://en.antaranews.com/news/79323/indian-tata-to-launch-cheap-car-in-ri-later-this-year,0.2,POSITIVE
2012-01-17,Car bomb kills at least 9 in Iraq`s Mosul,https://en.antaranews.com/news/79184/car-bomb-kills-at-least-9-in-iraqs-mosul,-0.3,NEGATIVE
2012-01-16,Dirgantara Indonesia ready to install fuel converters on ministers` cars,https://en.antaranews.com/news/79171/dirgantara-indonesia-ready-to-install-fuel-converters-on-ministers-cars,0.2,POSITIVE
2012-01-12,PT DI ready to produce converter kits for cars,https://en.antaranews.com/news/79107/pt-di-ready-to-produce-converter-kits-for-cars,0.2,POSITIVE
2012-01-12,Britain condems killing of Iranian nuclear scientist,https://en.antaranews.com/news/79091/britain-condems-killing-of-iranian-nuclear-scientist,0.0,NEUTRAL
2012-01-10,Muhammadiyah school in c Java also produced 50 cars,https://en.antaranews.com/news/79016/muhammadiyah-school-in-c-java-also-produced-50-cars,0.0,NEUTRAL
2012-01-09,Iraq car bomb wounds 15 Afghan pilgrims,https://en.antaranews.com/news/79001/iraq-car-bomb-wounds-15-afghan-pilgrims,0.0,NEUTRAL
2012-01-04,President appreciates solo students` car-making achievement,https://en.antaranews.com/news/78914/president-appreciates-solo-students-car-making-achievement,0.0,NEUTRAL
2011-11-24,Two killed as car hit by train in southwestern Japan,https://en.antaranews.com/news/77898/two-killed-as-car-hit-by-train-in-southwestern-japan,-0.2,NEGATIVE
2011-11-03,Seven hurt in Pakistan bomb attack,https://en.antaranews.com/news/77215/seven-hurt-in-pakistan-bomb-attack,0.0,NEUTRAL
2011-10-31,Naked and drunk Moscow motorist crashes into 17 cars,https://en.antaranews.com/news/77112/naked-and-drunk-moscow-motorist-crashes-into-17-cars,-0.25,NEGATIVE
2011-10-29,Car bomb kills senior Yemen policeman,https://en.antaranews.com/news/77052/car-bomb-kills-senior-yemen-policeman,0.0,NEUTRAL
2011-10-19,Astra leads domestic car sales,https://en.antaranews.com/news/76715/astra-leads-domestic-car-sales,0.0,NEUTRAL
2011-09-29,Car bomb kills six in Russia`s muslim Dagestan,https://en.antaranews.com/news/76074/car-bomb-kills-six-in-russias-muslim-dagestan,0.0,NEUTRAL
2011-09-21,BMW sales in Indonesia up 18 percent,https://en.antaranews.com/news/75885/bmw-sales-in-indonesia-up-18-percent,0.0,NEUTRAL
2011-09-20,Singapore to test cctv cameras to curb roadside parking,https://en.antaranews.com/news/75823/singapore-to-test-cctv-cameras-to-curb-roadside-parking,0.0,NEUTRAL
2011-09-10,Judge killed in car blast in southern Albania,https://en.antaranews.com/news/75535/judge-killed-in-car-blast-in-southern-albania,-0.1,NEGATIVE
2011-08-18,Bank Mandiri records CAR at 16 pct,https://en.antaranews.com/news/74926/bank-mandiri-records-car-at-16-pct,0.0,NEUTRAL
2011-08-05,Kia`s morning named best foreign small car in Germany,https://en.antaranews.com/news/74478/kias-morning-named-best-foreign-small-car-in-germany,0.2083333333333333,POSITIVE
2011-08-03,Toxic chemicals found in kids` car seats: Study,https://en.antaranews.com/news/74434/toxic-chemicals-found-in-kids-car-seats-study,0.0,NEUTRAL
2011-08-02,Car bomb at Kirkuk church wound 15: police,https://en.antaranews.com/news/74374/car-bomb-at-kirkuk-church-wound-15-police,0.0,NEUTRAL
2011-07-26,Car makers urged to use local contents,https://en.antaranews.com/news/74130/car-makers-urged-to-use-local-contents,0.0,NEUTRAL
2011-07-25,Indonesia International Motor Show draws more visitors,https://en.antaranews.com/news/74099/indonesia-international-motor-show-draws-more-visitors,0.25,POSITIVE
2011-07-25,`Qaeda` suicide bomber in pickup kills 9 Yemeni troops,https://en.antaranews.com/news/74059/qaeda-suicide-bomber-in-pickup-kills-9-yemeni-troops,0.0,NEUTRAL
2011-07-21,Briton killed by south Yemen car bomb: police,https://en.antaranews.com/news/73953/briton-killed-by-south-yemen-car-bomb-police,-0.2,NEGATIVE
2011-07-16,"Iraq bombs kill 5, wound 23",https://en.antaranews.com/news/73796/iraq-bombs-kill-5-wound-23,0.0,NEUTRAL
2011-07-03,Domestic car sales grow 12 pct in H1,https://en.antaranews.com/news/73366/domestic-car-sales-grow-12-pct-in-h1,0.0,NEUTRAL
2011-06-21,Car bomb kills three in nw Pakistan: police,https://en.antaranews.com/news/72944/car-bomb-kills-three-in-nw-pakistan-police,0.0,NEUTRAL
2011-06-21,"Dunn, star of `Jackass` movies, dies in car crash",https://en.antaranews.com/news/72943/dunn-star-of-jackass-movies-dies-in-car-crash,-0.5,NEGATIVE
2011-05-29,Thousands mark 1st anniversary of car-free day in Solo,https://en.antaranews.com/news/72088/thousands-mark-1st-anniversary-of-car-free-day-in-solo,0.0,NEUTRAL
2011-05-27,"25 killed, over 50 injured in suicide car blast in Hangu, nw Pakistan",https://en.antaranews.com/news/71999/25-killed-over-50-injured-in-suicide-car-blast-in-hangu-nw-pakistan,-0.2,NEGATIVE
2011-05-23,Italian toddler left in hot car dies,https://en.antaranews.com/news/71792/italian-toddler-left-in-hot-car-dies,0.0833333333333333,POSITIVE
2011-05-22,Three car passengers burned to death in Surabaya,https://en.antaranews.com/news/71757/three-car-passengers-burned-to-death-in-surabaya,0.0,NEUTRAL
2011-05-10,Al-qaeda in Iraq claims deadly Hilla bombing: Site,https://en.antaranews.com/news/71232/al-qaeda-in-iraq-claims-deadly-hilla-bombing-site,-0.2,NEGATIVE
2011-05-03,No car-free day during ASEAN summit,https://en.antaranews.com/news/70974/no-car-free-day-during-asean-summit,0.0,NEUTRAL
2011-04-29,Iraq car bomb kills 5 as general assassinated,https://en.antaranews.com/news/70777/iraq-car-bomb-kills-5-as-general-assassinated,0.05,POSITIVE
2011-04-19,Suicide car bombs kill 5 at Baghdad Green Zone,https://en.antaranews.com/news/70402/suicide-car-bombs-kill-5-at-baghdad-green-zone,-0.2,NEGATIVE
2011-04-18,Suicide car bombs kill 5 at Baghdad green zone,https://en.antaranews.com/news/70400/suicide-car-bombs-kill-5-at-baghdad-green-zone,-0.2,NEGATIVE
2011-04-12,"Seventeen killed, 40 wounded in Iraq attacks",https://en.antaranews.com/news/70176/seventeen-killed-40-wounded-in-iraq-attacks,-0.2,NEGATIVE
2011-03-16,Two hurt in car bomb blast in Northeast Mexico,https://en.antaranews.com/news/69237/two-hurt-in-car-bomb-blast-in-northeast-mexico,0.0,NEUTRAL
2011-03-04,Police arrest 11 over attack on football executive`s car,https://en.antaranews.com/news/68763/police-arrest-11-over-attack-on-football-executives-car,-0.05,NEGATIVE
2011-02-21,Iraq suicide car bomb kills 10 police,https://en.antaranews.com/news/68297/iraq-suicide-car-bomb-kills-10-police,0.0,NEUTRAL
2011-02-18,Five dead in Afghan suicide car bombing: police,https://en.antaranews.com/news/68209/five-dead-in-afghan-suicide-car-bombing-police,-0.2,NEGATIVE
2011-02-03,Car bomb kills nine in Pakistan market,https://en.antaranews.com/news/67670/car-bomb-kills-nine-in-pakistan-market,0.0,NEUTRAL
2011-01-28,"Baghdad car bomb hits mourners, 53 dead in attacks",https://en.antaranews.com/news/67421/baghdad-car-bomb-hits-mourners-53-dead-in-attacks,-0.2,NEGATIVE
2011-01-25,Triple attacks on Shiite pilgrims in Iraq kill 12,https://en.antaranews.com/news/67310/triple-attacks-on-shiite-pilgrims-in-iraq-kill-12,0.0,NEUTRAL
